tingkat,tahun,bulan,tanggal,jenis,harga
pedagang_eceran,2025,februari,16,minyak_kemasan,19343
pedagang_eceran,2025,februari,17,minyak_kemasan,19376
pedagang_eceran,2025,februari,18,minyak_kemasan,19396
pedagang_eceran,2025,februari,19,minyak_kemasan,19410
pedagang_eceran,2025,februari,20,minyak_kemasan,19453
pedagang_eceran,2025,februari,21,minyak_kemasan,19468
pedagang_eceran,2025,februari,22,minyak_kemasan,19542
pedagang_eceran,2025,februari,23,minyak_kemasan,19486
pedagang_eceran,2025,februari,24,minyak_kemasan,19563
pedagang_eceran,2025,februari,25,minyak_kemasan,19414
pedagang_eceran,2025,februari,26,minyak_kemasan,19629
pedagang_eceran,2025,februari,27,minyak_kemasan,19514
pedagang_eceran,2025,februari,28,minyak_kemasan,19556
pedagang_eceran,2025,februari,1,minyak_curah,18185
pedagang_eceran,2025,februari,2,minyak_curah,18250
pedagang_eceran,2025,februari,3,minyak_curah,18145
pedagang_eceran,2025,februari,4,minyak_curah,18090
pedagang_eceran,2025,februari,5,minyak_curah,18152
pedagang_eceran,2025,februari,6,minyak_curah,18150
pedagang_eceran,2025,februari,7,minyak_curah,18085
pedagang_eceran,2025,februari,8,minyak_curah,18096
pedagang_eceran,2025,februari,9,minyak_curah,18082
pedagang_eceran,2025,februari,10,minyak_curah,18075
pedagang_eceran,2025,februari,11,minyak_curah,18076
pedagang_eceran,2025,februari,12,minyak_curah,18095
pedagang_eceran,2025,februari,13,minyak_curah,18080
pedagang_eceran,2025,februari,14,minyak_curah,18051
pedagang_eceran,2025,februari,15,minyak_curah,18023
pedagang_eceran,2025,februari,16,minyak_curah,17993
pedagang_eceran,2025,februari,17,minyak_curah,18092
pedagang_eceran,2025,februari,18,minyak_curah,17969
pedagang_eceran,2025,februari,19,minyak_curah,18046
pedagang_eceran,2025,februari,20,minyak_curah,18019
pedagang_eceran,2025,februari,21,minyak_curah,18000
pedagang_eceran,2025,februari,22,minyak_curah,18063
pedagang_eceran,2025,februari,23,minyak_curah,17993
pedagang_eceran,2025,februari,24,minyak_curah,17993
pedagang_eceran,2025,februari,25,minyak_curah,18009
pedagang_eceran,2025,februari,26,minyak_curah,18052
pedagang_eceran,2025,februari,27,minyak_curah,17975
pedagang_eceran,2025,februari,28,minyak_curah,17987
pedagang_eceran,2025,februari,1,tepung_curah,8668
pedagang_eceran,2025,februari,2,tepung_curah,8689
pedagang_eceran,2025,februari,3,tepung_curah,8711
pedagang_eceran,2025,februari,4,tepung_curah,8767
pedagang_eceran,2025,februari,5,tepung_curah,8741
pedagang_eceran,2025,februari,6,tepung_curah,8799
pedagang_eceran,2025,februari,7,tepung_curah,8714
pedagang_eceran,2025,februari,8,tepung_curah,8802
pedagang_eceran,2025,februari,9,tepung_curah,8863
pedagang_eceran,2025,februari,10,tepung_curah,8725
pedagang_eceran,2025,februari,11,tepung_curah,8799
pedagang_eceran,2025,februari,12,tepung_curah,8718
pedagang_eceran,2025,februari,13,tepung_curah,8666
pedagang_eceran,2025,februari,14,tepung_curah,8780
pedagang_eceran,2025,februari,15,tepung_curah,8755
pedagang_eceran,2025,februari,16,tepung_curah,8719
pedagang_eceran,2025,februari,17,tepung_curah,8821
pedagang_eceran,2025,februari,18,tepung_curah,8752
pedagang_eceran,2025,februari,19,tepung_curah,8816
pedagang_eceran,2025,februari,20,tepung_curah,8728
pedagang_eceran,2025,februari,21,tepung_curah,8737
pedagang_eceran,2025,februari,22,tepung_curah,8799
pedagang_eceran,2025,februari,23,tepung_curah,8791
pedagang_eceran,2025,februari,24,tepung_curah,8748
pedagang_eceran,2025,februari,25,tepung_curah,8751
pedagang_eceran,2025,februari,26,tepung_curah,8713
pedagang_eceran,2025,februari,27,tepung_curah,8705
pedagang_eceran,2025,februari,28,tepung_curah,8690
pedagang_eceran,2025,februari,1,minyakita,17153
pedagang_eceran,2025,februari,2,minyakita,17104
pedagang_eceran,2025,februari,3,minyakita,17173
pedagang_eceran,2025,februari,4,minyakita,17182
pedagang_eceran,2025,februari,5,minyakita,17115
pedagang_eceran,2025,februari,6,minyakita,17144
pedagang_eceran,2025,februari,7,minyakita,17098
pedagang_eceran,2025,februari,8,minyakita,17098
pedagang_eceran,2025,februari,9,minyakita,17175
pedagang_eceran,2025,februari,10,minyakita,17195
pedagang_eceran,2025,februari,11,minyakita,17163
pedagang_eceran,2025,februari,12,minyakita,17092
pedagang_eceran,2025,februari,13,minyakita,17179
pedagang_eceran,2025,februari,14,minyakita,17169
pedagang_eceran,2025,februari,15,minyakita,17127
pedagang_eceran,2025,februari,16,minyakita,17125
pedagang_eceran,2025,februari,17,minyakita,17252
pedagang_eceran,2025,februari,18,minyakita,17132
pedagang_eceran,2025,februari,19,minyakita,17101
pedagang_eceran,2025,februari,20,minyakita,17059
pedagang_eceran,2025,februari,21,minyakita,17080
pedagang_eceran,2025,februari,22,minyakita,17050
pedagang_eceran,2025,februari,23,minyakita,17076
pedagang_eceran,2025,februari,24,minyakita,17051
pedagang_eceran,2025,februari,25,minyakita,17044
pedagang_eceran,2025,februari,26,minyakita,17009
pedagang_eceran,2025,februari,27,minyakita,17040
pedagang_eceran,2025,februari,28,minyakita,16986
pedagang_eceran,2025,februari,1,tepung_noncurah,11746
pedagang_eceran,2025,februari,2,tepung_noncurah,11741
pedagang_eceran,2025,februari,3,tepung_noncurah,11707
pedagang_eceran,2025,februari,4,tepung_noncurah,11764
pedagang_eceran,2025,februari,5,tepung_noncurah,11655
pedagang_eceran,2025,februari,6,tepung_noncurah,11757
pedagang_eceran,2025,februari,7,tepung_noncurah,11696
pedagang_eceran,2025,februari,8,tepung_noncurah,11782
pedagang_eceran,2025,februari,9,tepung_noncurah,11894
pedagang_eceran,2025,februari,10,tepung_noncurah,11754
pedagang_eceran,2025,februari,11,tepung_noncurah,11593
pedagang_eceran,2025,februari,12,tepung_noncurah,11715
pedagang_eceran,2025,februari,13,tepung_noncurah,11763
pedagang_eceran,2025,februari,14,tepung_noncurah,11662
pedagang_eceran,2025,februari,15,tepung_noncurah,11883
pedagang_eceran,2025,februari,16,tepung_noncurah,11840
pedagang_eceran,2025,februari,17,tepung_noncurah,11795
pedagang_eceran,2025,februari,18,tepung_noncurah,11632
pedagang_eceran,2025,februari,19,tepung_noncurah,11730
pedagang_eceran,2025,februari,20,tepung_noncurah,11668
pedagang_eceran,2025,februari,21,tepung_noncurah,11703
pedagang_eceran,2025,februari,22,tepung_noncurah,11821
pedagang_eceran,2025,februari,23,tepung_noncurah,11803
pedagang_eceran,2025,februari,24,tepung_noncurah,11666
pedagang_eceran,2025,februari,25,tepung_noncurah,11740
pedagang_eceran,2025,februari,26,tepung_noncurah,11801
pedagang_eceran,2025,februari,27,tepung_noncurah,11736
pedagang_eceran,2025,februari,28,tepung_noncurah,11728
pedagang_eceran,2025,februari,1,ikan_kembung,32407
pedagang_eceran,2025,februari,2,ikan_kembung,32669
pedagang_eceran,2025,februari,3,ikan_kembung,32190
pedagang_eceran,2025,februari,4,ikan_kembung,32190
pedagang_eceran,2025,februari,5,ikan_kembung,32295
pedagang_eceran,2025,februari,6,ikan_kembung,32500
pedagang_eceran,2025,februari,7,ikan_kembung,32421
pedagang_eceran,2025,februari,8,ikan_kembung,32247
pedagang_eceran,2025,februari,9,ikan_kembung,32274
pedagang_eceran,2025,februari,10,ikan_kembung,32347
pedagang_eceran,2025,februari,11,ikan_kembung,32220
pedagang_eceran,2025,februari,12,ikan_kembung,32429
pedagang_eceran,2025,februari,13,ikan_kembung,32852
pedagang_eceran,2025,februari,14,ikan_kembung,32525
pedagang_eceran,2025,februari,15,ikan_kembung,32457
pedagang_eceran,2025,februari,16,ikan_kembung,32268
pedagang_eceran,2025,februari,17,ikan_kembung,32035
pedagang_eceran,2025,februari,18,ikan_kembung,32226
pedagang_eceran,2025,februari,19,ikan_kembung,32276
pedagang_eceran,2025,februari,20,ikan_kembung,32354
pedagang_eceran,2025,februari,21,ikan_kembung,32159
pedagang_eceran,2025,februari,22,ikan_kembung,32409
pedagang_eceran,2025,februari,23,ikan_kembung,32448
pedagang_eceran,2025,februari,24,ikan_kembung,32253
pedagang_eceran,2025,februari,25,ikan_kembung,32371
pedagang_eceran,2025,februari,26,ikan_kembung,32471
pedagang_eceran,2025,februari,27,ikan_kembung,32381
pedagang_eceran,2025,februari,28,ikan_kembung,32436
pedagang_eceran,2025,februari,1,ikan_tongkol,31187
pedagang_eceran,2025,februari,2,ikan_tongkol,31031
pedagang_eceran,2025,februari,3,ikan_tongkol,30925
pedagang_eceran,2025,februari,4,ikan_tongkol,30839
pedagang_eceran,2025,februari,5,ikan_tongkol,31077
pedagang_eceran,2025,februari,6,ikan_tongkol,31126
pedagang_eceran,2025,februari,7,ikan_tongkol,30962
pedagang_eceran,2025,februari,8,ikan_tongkol,30792
pedagang_eceran,2025,februari,9,ikan_tongkol,31006
pedagang_eceran,2025,februari,10,ikan_tongkol,31159
pedagang_eceran,2025,februari,11,ikan_tongkol,31100
pedagang_eceran,2025,februari,12,ikan_tongkol,31155
pedagang_eceran,2025,februari,13,ikan_tongkol,31399
pedagang_eceran,2025,februari,14,ikan_tongkol,31098
pedagang_eceran,2025,februari,15,ikan_tongkol,31202
pedagang_eceran,2025,februari,16,ikan_tongkol,30894
pedagang_eceran,2025,februari,17,ikan_tongkol,30767
pedagang_eceran,2025,februari,18,ikan_tongkol,30816
pedagang_eceran,2025,februari,19,ikan_tongkol,30756
pedagang_eceran,2025,februari,20,ikan_tongkol,30738
pedagang_eceran,2025,februari,21,ikan_tongkol,30753
pedagang_eceran,2025,februari,22,ikan_tongkol,30775
pedagang_eceran,2025,februari,23,ikan_tongkol,31192
pedagang_eceran,2025,februari,24,ikan_tongkol,31091
pedagang_eceran,2025,februari,25,ikan_tongkol,31170
pedagang_eceran,2025,februari,26,ikan_tongkol,31253
pedagang_eceran,2025,februari,27,ikan_tongkol,31247
pedagang_eceran,2025,februari,28,ikan_tongkol,31180
pedagang_eceran,2025,februari,1,ikan_bandeng,33518
pedagang_eceran,2025,februari,2,ikan_bandeng,33354
pedagang_eceran,2025,februari,3,ikan_bandeng,33238
pedagang_eceran,2025,februari,4,ikan_bandeng,33378
pedagang_eceran,2025,februari,5,ikan_bandeng,33315
pedagang_eceran,2025,februari,6,ikan_bandeng,33390
pedagang_eceran,2025,februari,7,ikan_bandeng,32917
pedagang_eceran,2025,februari,8,ikan_bandeng,33386
pedagang_eceran,2025,februari,9,ikan_bandeng,33445
pedagang_eceran,2025,februari,10,ikan_bandeng,33310
pedagang_eceran,2025,februari,11,ikan_bandeng,33077
pedagang_eceran,2025,februari,12,ikan_bandeng,33180
pedagang_eceran,2025,februari,13,ikan_bandeng,33536
pedagang_eceran,2025,februari,14,ikan_bandeng,33074
pedagang_eceran,2025,februari,15,ikan_bandeng,33452
pedagang_eceran,2025,februari,16,ikan_bandeng,33220
pedagang_eceran,2025,februari,17,ikan_bandeng,33209
pedagang_eceran,2025,februari,18,ikan_bandeng,33274
pedagang_eceran,2025,februari,19,ikan_bandeng,33178
pedagang_eceran,2025,februari,20,ikan_bandeng,33025
pedagang_eceran,2025,februari,21,ikan_bandeng,33207
pedagang_eceran,2025,februari,22,ikan_bandeng,32975
pedagang_eceran,2025,februari,23,ikan_bandeng,33481
pedagang_eceran,2025,februari,24,ikan_bandeng,33201
pedagang_eceran,2025,februari,25,ikan_bandeng,33276
pedagang_eceran,2025,februari,26,ikan_bandeng,33227
pedagang_eceran,2025,februari,27,ikan_bandeng,33268
pedagang_eceran,2025,februari,28,ikan_bandeng,33125
pedagang_eceran,2025,februari,1,garam,10920
pedagang_eceran,2025,februari,2,garam,10972
pedagang_eceran,2025,februari,3,garam,10937
pedagang_eceran,2025,februari,4,garam,10873
pedagang_eceran,2025,februari,5,garam,10930
pedagang_eceran,2025,februari,6,garam,10786
pedagang_eceran,2025,februari,7,garam,10765
pedagang_eceran,2025,februari,8,garam,10839
pedagang_eceran,2025,februari,9,garam,10975
pedagang_eceran,2025,februari,10,garam,10845
pedagang_eceran,2025,februari,11,garam,10738
pedagang_eceran,2025,februari,12,garam,10674
pedagang_eceran,2025,februari,13,garam,10971
pedagang_eceran,2025,februari,14,garam,10551
pedagang_eceran,2025,februari,15,garam,10700
pedagang_eceran,2025,februari,16,garam,10912
pedagang_eceran,2025,februari,17,garam,10645
pedagang_eceran,2025,februari,18,garam,10797
pedagang_eceran,2025,februari,19,garam,10941
pedagang_eceran,2025,februari,20,garam,10703
pedagang_eceran,2025,februari,21,garam,10814
pedagang_eceran,2025,februari,22,garam,10680
pedagang_eceran,2025,februari,23,garam,10729
pedagang_eceran,2025,februari,24,garam,10730
pedagang_eceran,2025,februari,25,garam,10821
pedagang_eceran,2025,februari,26,garam,10885
pedagang_eceran,2025,februari,27,garam,10842
pedagang_eceran,2025,februari,28,garam,10789
pedagang_eceran,2025,februari,1,daging_kerbau_beku,
pedagang_eceran,2025,februari,2,daging_kerbau_beku,
pedagang_eceran,2025,februari,3,daging_kerbau_beku,
pedagang_eceran,2025,februari,4,daging_kerbau_beku,
pedagang_eceran,2025,februari,5,daging_kerbau_beku,
pedagang_eceran,2025,februari,6,daging_kerbau_beku,
pedagang_eceran,2025,februari,7,daging_kerbau_beku,
pedagang_eceran,2025,februari,8,daging_kerbau_beku,
pedagang_eceran,2025,februari,9,daging_kerbau_beku,
pedagang_eceran,2025,februari,10,daging_kerbau_beku,
pedagang_eceran,2025,februari,11,daging_kerbau_beku,
pedagang_eceran,2025,februari,12,daging_kerbau_beku,
pedagang_eceran,2025,februari,13,daging_kerbau_beku,
pedagang_eceran,2025,februari,14,daging_kerbau_beku,
pedagang_eceran,2025,februari,15,daging_kerbau_beku,
pedagang_eceran,2025,februari,16,daging_kerbau_beku,
pedagang_eceran,2025,februari,17,daging_kerbau_beku,
pedagang_eceran,2025,februari,18,daging_kerbau_beku,110000
pedagang_eceran,2025,februari,19,daging_kerbau_beku,110000
pedagang_eceran,2025,februari,20,daging_kerbau_beku,104900
pedagang_eceran,2025,februari,21,daging_kerbau_beku,110000
pedagang_eceran,2025,februari,22,daging_kerbau_beku,110000
pedagang_eceran,2025,februari,23,daging_kerbau_beku,110000
pedagang_eceran,2025,februari,24,daging_kerbau_beku,119900
pedagang_eceran,2025,februari,25,daging_kerbau_beku,114500
pedagang_eceran,2025,februari,26,daging_kerbau_beku,114500
pedagang_eceran,2025,februari,27,daging_kerbau_beku,114500
pedagang_eceran,2025,februari,28,daging_kerbau_beku,114500
pedagang_eceran,2025,februari,1,daging_kerbau_segar,
pedagang_eceran,2025,februari,2,daging_kerbau_segar,
pedagang_eceran,2025,februari,3,daging_kerbau_segar,
pedagang_eceran,2025,februari,4,daging_kerbau_segar,
pedagang_eceran,2025,februari,5,daging_kerbau_segar,
pedagang_eceran,2025,februari,6,daging_kerbau_segar,
pedagang_eceran,2025,februari,7,daging_kerbau_segar,
pedagang_eceran,2025,februari,8,daging_kerbau_segar,
pedagang_eceran,2025,februari,9,daging_kerbau_segar,
pedagang_eceran,2025,februari,10,daging_kerbau_segar,
pedagang_eceran,2025,februari,11,daging_kerbau_segar,
pedagang_eceran,2025,februari,12,daging_kerbau_segar,
pedagang_eceran,2025,februari,13,daging_kerbau_segar,
pedagang_eceran,2025,februari,14,daging_kerbau_segar,
pedagang_eceran,2025,februari,15,daging_kerbau_segar,
pedagang_eceran,2025,februari,16,daging_kerbau_segar,
pedagang_eceran,2025,februari,17,daging_kerbau_segar,138333
pedagang_eceran,2025,februari,18,daging_kerbau_segar,142000
pedagang_eceran,2025,februari,19,daging_kerbau_segar,141875
pedagang_eceran,2025,februari,20,daging_kerbau_segar,142500
pedagang_eceran,2025,februari,21,daging_kerbau_segar,142222
pedagang_eceran,2025,februari,22,daging_kerbau_segar,145000
pedagang_eceran,2025,februari,23,daging_kerbau_segar,142778
pedagang_eceran,2025,februari,24,daging_kerbau_segar,144444
pedagang_eceran,2025,februari,25,daging_kerbau_segar,144444
pedagang_eceran,2025,februari,26,daging_kerbau_segar,144444
pedagang_eceran,2025,februari,27,daging_kerbau_segar,144444
pedagang_eceran,2025,februari,28,daging_kerbau_segar,144444
pedagang_eceran,2025,maret,1,beras_premium,14759
pedagang_eceran,2025,maret,2,beras_premium,14725
pedagang_eceran,2025,maret,3,beras_premium,14775
pedagang_eceran,2025,maret,4,beras_premium,14775
pedagang_eceran,2025,maret,5,beras_premium,14748
pedagang_eceran,2025,maret,6,beras_premium,14725
pedagang_eceran,2025,maret,7,beras_premium,14707
pedagang_eceran,2025,maret,8,beras_premium,14769
pedagang_eceran,2025,maret,9,beras_premium,14765
pedagang_eceran,2025,maret,10,beras_premium,14762
pedagang_eceran,2025,maret,11,beras_premium,14752
pedagang_eceran,2025,maret,12,beras_premium,14746
pedagang_eceran,2025,maret,13,beras_premium,14748
pedagang_eceran,2025,maret,14,beras_premium,14798
pedagang_eceran,2025,maret,15,beras_premium,14821
pedagang_eceran,2025,maret,16,beras_premium,14773
pedagang_eceran,2025,maret,17,beras_premium,14762
pedagang_eceran,2025,maret,18,beras_premium,14763
pedagang_eceran,2025,maret,19,beras_premium,14719
pedagang_eceran,2025,maret,20,beras_premium,14765
pedagang_eceran,2025,maret,21,beras_premium,14761
pedagang_eceran,2025,maret,22,beras_premium,14750
pedagang_eceran,2025,maret,23,beras_premium,14771
pedagang_eceran,2025,maret,24,beras_premium,14766
pedagang_eceran,2025,maret,25,beras_premium,14734
pedagang_eceran,2025,maret,26,beras_premium,14798
pedagang_eceran,2025,maret,27,beras_premium,14800
pedagang_eceran,2025,maret,28,beras_premium,14828
pedagang_eceran,2025,maret,29,beras_premium,14533
pedagang_eceran,2025,maret,30,beras_premium,15000
pedagang_eceran,2025,maret,31,beras_premium,
pedagang_eceran,2025,maret,1,beras_medium,13167
pedagang_eceran,2025,maret,2,beras_medium,13106
pedagang_eceran,2025,maret,3,beras_medium,13185
pedagang_eceran,2025,maret,4,beras_medium,13184
pedagang_eceran,2025,maret,5,beras_medium,13218
pedagang_eceran,2025,maret,6,beras_medium,13187
pedagang_eceran,2025,maret,7,beras_medium,13192
pedagang_eceran,2025,maret,8,beras_medium,13206
pedagang_eceran,2025,maret,9,beras_medium,13188
pedagang_eceran,2025,maret,10,beras_medium,13152
pedagang_eceran,2025,maret,11,beras_medium,13164
pedagang_eceran,2025,maret,12,beras_medium,13176
pedagang_eceran,2025,maret,13,beras_medium,13163
pedagang_eceran,2025,maret,14,beras_medium,13180
pedagang_eceran,2025,maret,15,beras_medium,13169
pedagang_eceran,2025,maret,16,beras_medium,13164
pedagang_eceran,2025,maret,17,beras_medium,13162
pedagang_eceran,2025,maret,18,beras_medium,13121
pedagang_eceran,2025,maret,19,beras_medium,13159
pedagang_eceran,2025,maret,20,beras_medium,13145
pedagang_eceran,2025,maret,21,beras_medium,13145
pedagang_eceran,2025,maret,22,beras_medium,13152
pedagang_eceran,2025,maret,23,beras_medium,13170
pedagang_eceran,2025,maret,24,beras_medium,13147
pedagang_eceran,2025,maret,25,beras_medium,13149
pedagang_eceran,2025,maret,26,beras_medium,13157
pedagang_eceran,2025,maret,27,beras_medium,13177
pedagang_eceran,2025,maret,28,beras_medium,13166
pedagang_eceran,2025,maret,29,beras_medium,12644
pedagang_eceran,2025,maret,30,beras_medium,13667
pedagang_eceran,2025,maret,31,beras_medium,
pedagang_eceran,2025,maret,1,beras_sphp,12373
pedagang_eceran,2025,maret,2,beras_sphp,12380
pedagang_eceran,2025,maret,3,beras_sphp,12380
pedagang_eceran,2025,maret,4,beras_sphp,12410
pedagang_eceran,2025,maret,5,beras_sphp,12440
pedagang_eceran,2025,maret,6,beras_sphp,12500
pedagang_eceran,2025,maret,7,beras_sphp,12410
pedagang_eceran,2025,maret,8,beras_sphp,12411
pedagang_eceran,2025,maret,9,beras_sphp,12400
pedagang_eceran,2025,maret,10,beras_sphp,12380
pedagang_eceran,2025,maret,11,beras_sphp,12450
pedagang_eceran,2025,maret,12,beras_sphp,12325
pedagang_eceran,2025,maret,13,beras_sphp,12335
pedagang_eceran,2025,maret,14,beras_sphp,12300
pedagang_eceran,2025,maret,15,beras_sphp,12331
pedagang_eceran,2025,maret,16,beras_sphp,12326
pedagang_eceran,2025,maret,17,beras_sphp,12333
pedagang_eceran,2025,maret,18,beras_sphp,12325
pedagang_eceran,2025,maret,19,beras_sphp,12330
pedagang_eceran,2025,maret,20,beras_sphp,12324
pedagang_eceran,2025,maret,21,beras_sphp,12335
pedagang_eceran,2025,maret,22,beras_sphp,12380
pedagang_eceran,2025,maret,23,beras_sphp,12345
pedagang_eceran,2025,maret,24,beras_sphp,12356
pedagang_eceran,2025,maret,25,beras_sphp,12318
pedagang_eceran,2025,maret,26,beras_sphp,12345
pedagang_eceran,2025,maret,27,beras_sphp,12343
pedagang_eceran,2025,maret,28,beras_sphp,12326
pedagang_eceran,2025,maret,29,beras_sphp,
pedagang_eceran,2025,maret,30,beras_sphp,12300
pedagang_eceran,2025,maret,31,beras_sphp,
pedagang_eceran,2025,maret,1,jagung,5369
pedagang_eceran,2025,maret,2,jagung,5345
pedagang_eceran,2025,maret,3,jagung,5396
pedagang_eceran,2025,maret,4,jagung,5386
pedagang_eceran,2025,maret,5,jagung,5370
pedagang_eceran,2025,maret,6,jagung,5382
pedagang_eceran,2025,maret,7,jagung,5395
pedagang_eceran,2025,maret,8,jagung,5373
pedagang_eceran,2025,maret,9,jagung,5433
pedagang_eceran,2025,maret,10,jagung,5411
pedagang_eceran,2025,maret,11,jagung,5379
pedagang_eceran,2025,maret,12,jagung,5396
pedagang_eceran,2025,maret,13,jagung,5423
pedagang_eceran,2025,maret,14,jagung,5419
pedagang_eceran,2025,maret,15,jagung,5439
pedagang_eceran,2025,maret,16,jagung,5432
pedagang_eceran,2025,maret,17,jagung,5450
pedagang_eceran,2025,maret,18,jagung,5446
pedagang_eceran,2025,maret,19,jagung,5441
pedagang_eceran,2025,maret,20,jagung,5413
pedagang_eceran,2025,maret,21,jagung,5438
pedagang_eceran,2025,maret,22,jagung,5456
pedagang_eceran,2025,maret,23,jagung,5434
pedagang_eceran,2025,maret,24,jagung,5426
pedagang_eceran,2025,maret,25,jagung,5421
pedagang_eceran,2025,maret,26,jagung,5431
pedagang_eceran,2025,maret,27,jagung,5466
pedagang_eceran,2025,maret,28,jagung,5484
pedagang_eceran,2025,maret,29,jagung,6063
pedagang_eceran,2025,maret,30,jagung,5667
pedagang_eceran,2025,maret,31,jagung,
pedagang_eceran,2025,maret,1,kedelai,9622
pedagang_eceran,2025,maret,2,kedelai,9545
pedagang_eceran,2025,maret,3,kedelai,9621
pedagang_eceran,2025,maret,4,kedelai,9599
pedagang_eceran,2025,maret,5,kedelai,9616
pedagang_eceran,2025,maret,6,kedelai,9541
pedagang_eceran,2025,maret,7,kedelai,9528
pedagang_eceran,2025,maret,8,kedelai,9539
pedagang_eceran,2025,maret,9,kedelai,9458
pedagang_eceran,2025,maret,10,kedelai,9526
pedagang_eceran,2025,maret,11,kedelai,9577
pedagang_eceran,2025,maret,12,kedelai,9569
pedagang_eceran,2025,maret,13,kedelai,9570
pedagang_eceran,2025,maret,14,kedelai,9557
pedagang_eceran,2025,maret,15,kedelai,9450
pedagang_eceran,2025,maret,16,kedelai,9565
pedagang_eceran,2025,maret,17,kedelai,9554
pedagang_eceran,2025,maret,18,kedelai,9581
pedagang_eceran,2025,maret,19,kedelai,9561
pedagang_eceran,2025,maret,20,kedelai,9552
pedagang_eceran,2025,maret,21,kedelai,9532
pedagang_eceran,2025,maret,22,kedelai,9580
pedagang_eceran,2025,maret,23,kedelai,9571
pedagang_eceran,2025,maret,24,kedelai,9552
pedagang_eceran,2025,maret,25,kedelai,9587
pedagang_eceran,2025,maret,26,kedelai,9560
pedagang_eceran,2025,maret,27,kedelai,9560
pedagang_eceran,2025,maret,28,kedelai,9465
pedagang_eceran,2025,maret,29,kedelai,9558
pedagang_eceran,2025,maret,30,kedelai,9600
pedagang_eceran,2025,maret,31,kedelai,9200
pedagang_eceran,2025,maret,1,bawang_merah,35909
pedagang_eceran,2025,maret,2,bawang_merah,35826
pedagang_eceran,2025,maret,3,bawang_merah,38557
pedagang_eceran,2025,maret,4,bawang_merah,39437
pedagang_eceran,2025,maret,5,bawang_merah,40466
pedagang_eceran,2025,maret,6,bawang_merah,42634
pedagang_eceran,2025,maret,7,bawang_merah,43816
pedagang_eceran,2025,maret,8,bawang_merah,44092
pedagang_eceran,2025,maret,9,bawang_merah,44460
pedagang_eceran,2025,maret,10,bawang_merah,45714
pedagang_eceran,2025,maret,11,bawang_merah,45416
pedagang_eceran,2025,maret,12,bawang_merah,45983
pedagang_eceran,2025,maret,13,bawang_merah,46345
pedagang_eceran,2025,maret,14,bawang_merah,46186
pedagang_eceran,2025,maret,15,bawang_merah,46369
pedagang_eceran,2025,maret,16,bawang_merah,46011
pedagang_eceran,2025,maret,17,bawang_merah,46375
pedagang_eceran,2025,maret,18,bawang_merah,46726
pedagang_eceran,2025,maret,19,bawang_merah,46872
pedagang_eceran,2025,maret,20,bawang_merah,47398
pedagang_eceran,2025,maret,21,bawang_merah,47237
pedagang_eceran,2025,maret,22,bawang_merah,47236
pedagang_eceran,2025,maret,23,bawang_merah,47178
pedagang_eceran,2025,maret,24,bawang_merah,47677
pedagang_eceran,2025,maret,25,bawang_merah,47136
pedagang_eceran,2025,maret,26,bawang_merah,47381
pedagang_eceran,2025,maret,27,bawang_merah,47388
pedagang_eceran,2025,maret,28,bawang_merah,47836
pedagang_eceran,2025,maret,29,bawang_merah,43333
pedagang_eceran,2025,maret,30,bawang_merah,42500
pedagang_eceran,2025,maret,31,bawang_merah,
pedagang_eceran,2025,maret,1,bawang_putih,40093
pedagang_eceran,2025,maret,2,bawang_putih,39804
pedagang_eceran,2025,maret,3,bawang_putih,39792
pedagang_eceran,2025,maret,4,bawang_putih,39865
pedagang_eceran,2025,maret,5,bawang_putih,40107
pedagang_eceran,2025,maret,6,bawang_putih,39723
pedagang_eceran,2025,maret,7,bawang_putih,39925
pedagang_eceran,2025,maret,8,bawang_putih,39911
pedagang_eceran,2025,maret,9,bawang_putih,40153
pedagang_eceran,2025,maret,10,bawang_putih,39971
pedagang_eceran,2025,maret,11,bawang_putih,39982
pedagang_eceran,2025,maret,12,bawang_putih,40281
pedagang_eceran,2025,maret,13,bawang_putih,39973
pedagang_eceran,2025,maret,14,bawang_putih,39995
pedagang_eceran,2025,maret,15,bawang_putih,40229
pedagang_eceran,2025,maret,16,bawang_putih,39983
pedagang_eceran,2025,maret,17,bawang_putih,40322
pedagang_eceran,2025,maret,18,bawang_putih,40228
pedagang_eceran,2025,maret,19,bawang_putih,40148
pedagang_eceran,2025,maret,20,bawang_putih,40290
pedagang_eceran,2025,maret,21,bawang_putih,40462
pedagang_eceran,2025,maret,22,bawang_putih,40521
pedagang_eceran,2025,maret,23,bawang_putih,40577
pedagang_eceran,2025,maret,24,bawang_putih,40418
pedagang_eceran,2025,maret,25,bawang_putih,40772
pedagang_eceran,2025,maret,26,bawang_putih,40648
pedagang_eceran,2025,maret,27,bawang_putih,40870
pedagang_eceran,2025,maret,28,bawang_putih,41058
pedagang_eceran,2025,maret,29,bawang_putih,41375
pedagang_eceran,2025,maret,30,bawang_putih,42500
pedagang_eceran,2025,maret,31,bawang_putih,
pedagang_eceran,2025,maret,1,cabai_merah_keriting,46534
pedagang_eceran,2025,maret,2,cabai_merah_keriting,46416
pedagang_eceran,2025,maret,3,cabai_merah_keriting,53846
pedagang_eceran,2025,maret,4,cabai_merah_keriting,53482
pedagang_eceran,2025,maret,5,cabai_merah_keriting,51889
pedagang_eceran,2025,maret,6,cabai_merah_keriting,47639
pedagang_eceran,2025,maret,7,cabai_merah_keriting,45736
