tingkat,tahun,bulan,tanggal,jenis,harga
pedagang_eceran,2025,januari,9,gula,17216
pedagang_eceran,2025,januari,10,gula,17264
pedagang_eceran,2025,januari,11,gula,17248
pedagang_eceran,2025,januari,12,gula,17334
pedagang_eceran,2025,januari,13,gula,17380
pedagang_eceran,2025,januari,14,gula,17422
pedagang_eceran,2025,januari,15,gula,17404
pedagang_eceran,2025,januari,16,gula,17492
pedagang_eceran,2025,januari,17,gula,17538
pedagang_eceran,2025,januari,18,gula,17513
pedagang_eceran,2025,januari,19,gula,17504
pedagang_eceran,2025,januari,20,gula,17482
pedagang_eceran,2025,januari,21,gula,17560
pedagang_eceran,2025,januari,22,gula,17573
pedagang_eceran,2025,januari,23,gula,17579
pedagang_eceran,2025,januari,24,gula,17562
pedagang_eceran,2025,januari,25,gula,17618
pedagang_eceran,2025,januari,26,gula,17567
pedagang_eceran,2025,januari,27,gula,
pedagang_eceran,2025,januari,28,gula,
pedagang_eceran,2025,januari,29,gula,
pedagang_eceran,2025,januari,30,gula,17591
pedagang_eceran,2025,januari,31,gula,17609
pedagang_eceran,2025,januari,1,minyak_kemasan,17745
pedagang_eceran,2025,januari,2,minyak_kemasan,18651
pedagang_eceran,2025,januari,3,minyak_kemasan,18791
pedagang_eceran,2025,januari,4,minyak_kemasan,18736
pedagang_eceran,2025,januari,5,minyak_kemasan,18707
pedagang_eceran,2025,januari,6,minyak_kemasan,18982
pedagang_eceran,2025,januari,7,minyak_kemasan,19037
pedagang_eceran,2025,januari,8,minyak_kemasan,19089
pedagang_eceran,2025,januari,9,minyak_kemasan,18980
pedagang_eceran,2025,januari,10,minyak_kemasan,19038
pedagang_eceran,2025,januari,11,minyak_kemasan,18933
pedagang_eceran,2025,januari,12,minyak_kemasan,18942
pedagang_eceran,2025,januari,13,minyak_kemasan,19150
pedagang_eceran,2025,januari,14,minyak_kemasan,19228
pedagang_eceran,2025,januari,15,minyak_kemasan,18899
pedagang_eceran,2025,januari,16,minyak_kemasan,19053
pedagang_eceran,2025,januari,17,minyak_kemasan,19150
pedagang_eceran,2025,januari,18,minyak_kemasan,19072
pedagang_eceran,2025,januari,19,minyak_kemasan,18996
pedagang_eceran,2025,januari,20,minyak_kemasan,19197
pedagang_eceran,2025,januari,21,minyak_kemasan,19187
pedagang_eceran,2025,januari,22,minyak_kemasan,19194
pedagang_eceran,2025,januari,23,minyak_kemasan,19281
pedagang_eceran,2025,januari,24,minyak_kemasan,19282
pedagang_eceran,2025,januari,25,minyak_kemasan,19340
pedagang_eceran,2025,januari,26,minyak_kemasan,19257
pedagang_eceran,2025,januari,27,minyak_kemasan,
pedagang_eceran,2025,januari,28,minyak_kemasan,
pedagang_eceran,2025,januari,29,minyak_kemasan,
pedagang_eceran,2025,januari,30,minyak_kemasan,19285
pedagang_eceran,2025,januari,31,minyak_kemasan,19180
pedagang_eceran,2025,januari,1,minyak_curah,17310
pedagang_eceran,2025,januari,2,minyak_curah,17946
pedagang_eceran,2025,januari,3,minyak_curah,17797
pedagang_eceran,2025,januari,4,minyak_curah,17824
pedagang_eceran,2025,januari,5,minyak_curah,17782
pedagang_eceran,2025,januari,6,minyak_curah,17808
pedagang_eceran,2025,januari,7,minyak_curah,17860
pedagang_eceran,2025,januari,8,minyak_curah,17889
pedagang_eceran,2025,januari,9,minyak_curah,17926
pedagang_eceran,2025,januari,10,minyak_curah,18010
pedagang_eceran,2025,januari,11,minyak_curah,17918
pedagang_eceran,2025,januari,12,minyak_curah,17999
pedagang_eceran,2025,januari,13,minyak_curah,17928
pedagang_eceran,2025,januari,14,minyak_curah,17386
pedagang_eceran,2025,januari,15,minyak_curah,17988
pedagang_eceran,2025,januari,16,minyak_curah,17981
pedagang_eceran,2025,januari,17,minyak_curah,18004
pedagang_eceran,2025,januari,18,minyak_curah,17908
pedagang_eceran,2025,januari,19,minyak_curah,18001
pedagang_eceran,2025,januari,20,minyak_curah,18078
pedagang_eceran,2025,januari,21,minyak_curah,18107
pedagang_eceran,2025,januari,22,minyak_curah,18074
pedagang_eceran,2025,januari,23,minyak_curah,18064
pedagang_eceran,2025,januari,24,minyak_curah,18106
pedagang_eceran,2025,januari,25,minyak_curah,18069
pedagang_eceran,2025,januari,26,minyak_curah,18198
pedagang_eceran,2025,januari,27,minyak_curah,
pedagang_eceran,2025,januari,28,minyak_curah,
pedagang_eceran,2025,januari,29,minyak_curah,
pedagang_eceran,2025,januari,30,minyak_curah,18175
pedagang_eceran,2025,januari,31,minyak_curah,18076
pedagang_eceran,2025,januari,1,tepung_curah,9710
pedagang_eceran,2025,januari,2,tepung_curah,8807
pedagang_eceran,2025,januari,3,tepung_curah,8773
pedagang_eceran,2025,januari,4,tepung_curah,8873
pedagang_eceran,2025,januari,5,tepung_curah,8751
pedagang_eceran,2025,januari,6,tepung_curah,8776
pedagang_eceran,2025,januari,7,tepung_curah,8714
pedagang_eceran,2025,januari,8,tepung_curah,8693
pedagang_eceran,2025,januari,9,tepung_curah,8698
pedagang_eceran,2025,januari,10,tepung_curah,8676
