tahun,jenis,tanaman,tipe,satuan,bulan,daerah,total
2022,hortikultura,bawangmerah,produksi,ton,november,salatiga,0
2022,hortikultura,bawangmerah,produksi,ton,november,semarang,0
2022,hortikultura,bawangmerah,produksi,ton,november,pekalongan,0
2022,hortikultura,bawangmerah,produksi,ton,november,tegal,34.5
2022,hortikultura,bawangmerah,produksi,ton,desember,cilacap,0
2022,hortikultura,bawangmerah,produksi,ton,desember,banyumas,3.4
2022,hortikultura,bawangmerah,produksi,ton,desember,purbalingga,0
2022,hortikultura,bawangmerah,produksi,ton,desember,banjarnegara,0
2022,hortikultura,bawangmerah,produksi,ton,desember,kebumen,2.4
2022,hortikultura,bawangmerah,produksi,ton,desember,purworejo,2.372
2022,hortikultura,bawangmerah,produksi,ton,desember,wonosobo,57.3
2022,hortikultura,bawangmerah,produksi,ton,desember,magelang,173.8
2022,hortikultura,bawangmerah,produksi,ton,desember,boyolali,180.5
2022,hortikultura,bawangmerah,produksi,ton,desember,klaten,26.7
2022,hortikultura,bawangmerah,produksi,ton,desember,sukoharjo,50.8
2022,hortikultura,bawangmerah,produksi,ton,desember,wonogiri,88.7
2022,hortikultura,bawangmerah,produksi,ton,desember,karanganyar,0
2022,hortikultura,bawangmerah,produksi,ton,desember,sragen,180.5
2022,hortikultura,bawangmerah,produksi,ton,desember,grobogan,2582.2
2022,hortikultura,bawangmerah,produksi,ton,desember,blora,170.1
2022,hortikultura,bawangmerah,produksi,ton,desember,rembang,74.2
2022,hortikultura,bawangmerah,produksi,ton,desember,pati,477.8
2022,hortikultura,bawangmerah,produksi,ton,desember,kudus,392
2022,hortikultura,bawangmerah,produksi,ton,desember,jepara,6.93
2022,hortikultura,bawangmerah,produksi,ton,desember,demak,14289.615
2022,hortikultura,bawangmerah,produksi,ton,desember,semarang,0
2022,hortikultura,bawangmerah,produksi,ton,desember,temanggung,747
2022,hortikultura,bawangmerah,produksi,ton,desember,kendal,1849.7
2022,hortikultura,bawangmerah,produksi,ton,desember,batang,186.2
2022,hortikultura,bawangmerah,produksi,ton,desember,pekalongan,70.62
2022,hortikultura,bawangmerah,produksi,ton,desember,pemalang,102
2022,hortikultura,bawangmerah,produksi,ton,desember,tegal,296.7
2022,hortikultura,bawangmerah,produksi,ton,desember,brebes,24386.9
2022,hortikultura,bawangmerah,produksi,ton,desember,magelang,0
2022,hortikultura,bawangmerah,produksi,ton,desember,surakarta,0
2022,hortikultura,bawangmerah,produksi,ton,desember,salatiga,0
2022,hortikultura,bawangmerah,produksi,ton,desember,semarang,0
2022,hortikultura,bawangmerah,produksi,ton,desember,pekalongan,0
2022,hortikultura,bawangmerah,produksi,ton,desember,tegal,149.5
2022,hortikultura,bawangputih,luastanam,hektar,januari,cilacap,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,banyumas,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,purbalingga,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,banjarnegara,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,kebumen,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,purworejo,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,wonosobo,21.7
2022,hortikultura,bawangputih,luastanam,hektar,januari,magelang,7
2022,hortikultura,bawangputih,luastanam,hektar,januari,boyolali,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,klaten,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,sukoharjo,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,wonogiri,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,karanganyar,2
2022,hortikultura,bawangputih,luastanam,hektar,januari,sragen,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,grobogan,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,blora,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,rembang,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,pati,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,kudus,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,jepara,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,demak,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,temanggung,255
2022,hortikultura,bawangputih,luastanam,hektar,januari,kendal,5
2022,hortikultura,bawangputih,luastanam,hektar,januari,batang,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,pemalang,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,brebes,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,magelang,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,surakarta,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,salatiga,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,januari,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,cilacap,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,banyumas,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,purbalingga,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,banjarnegara,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,kebumen,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,purworejo,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,wonosobo,16
2022,hortikultura,bawangputih,luastanam,hektar,februari,magelang,2
2022,hortikultura,bawangputih,luastanam,hektar,februari,boyolali,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,klaten,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,sukoharjo,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,wonogiri,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,karanganyar,3
2022,hortikultura,bawangputih,luastanam,hektar,februari,sragen,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,grobogan,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,blora,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,rembang,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,pati,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,kudus,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,jepara,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,demak,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,temanggung,31
2022,hortikultura,bawangputih,luastanam,hektar,februari,kendal,10
2022,hortikultura,bawangputih,luastanam,hektar,februari,batang,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,pekalongan,1
2022,hortikultura,bawangputih,luastanam,hektar,februari,pemalang,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,brebes,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,magelang,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,surakarta,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,salatiga,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,februari,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,cilacap,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,banyumas,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,purbalingga,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,banjarnegara,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,kebumen,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,purworejo,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,wonosobo,22
2022,hortikultura,bawangputih,luastanam,hektar,maret,magelang,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,boyolali,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,klaten,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,sukoharjo,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,wonogiri,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,karanganyar,10
2022,hortikultura,bawangputih,luastanam,hektar,maret,sragen,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,grobogan,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,blora,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,rembang,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,pati,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,kudus,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,jepara,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,demak,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,temanggung,11
2022,hortikultura,bawangputih,luastanam,hektar,maret,kendal,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,batang,1
2022,hortikultura,bawangputih,luastanam,hektar,maret,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,pemalang,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,brebes,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,magelang,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,surakarta,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,salatiga,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,maret,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,april,cilacap,0
2022,hortikultura,bawangputih,luastanam,hektar,april,banyumas,0
2022,hortikultura,bawangputih,luastanam,hektar,april,purbalingga,0
2022,hortikultura,bawangputih,luastanam,hektar,april,banjarnegara,0
2022,hortikultura,bawangputih,luastanam,hektar,april,kebumen,0
2022,hortikultura,bawangputih,luastanam,hektar,april,purworejo,0
2022,hortikultura,bawangputih,luastanam,hektar,april,wonosobo,13.5
2022,hortikultura,bawangputih,luastanam,hektar,april,magelang,0
2022,hortikultura,bawangputih,luastanam,hektar,april,boyolali,0
2022,hortikultura,bawangputih,luastanam,hektar,april,klaten,0
2022,hortikultura,bawangputih,luastanam,hektar,april,sukoharjo,0
2022,hortikultura,bawangputih,luastanam,hektar,april,wonogiri,0
2022,hortikultura,bawangputih,luastanam,hektar,april,karanganyar,25
2022,hortikultura,bawangputih,luastanam,hektar,april,sragen,0
2022,hortikultura,bawangputih,luastanam,hektar,april,grobogan,0
2022,hortikultura,bawangputih,luastanam,hektar,april,blora,0
2022,hortikultura,bawangputih,luastanam,hektar,april,rembang,0
2022,hortikultura,bawangputih,luastanam,hektar,april,pati,0
2022,hortikultura,bawangputih,luastanam,hektar,april,kudus,0
2022,hortikultura,bawangputih,luastanam,hektar,april,jepara,0
2022,hortikultura,bawangputih,luastanam,hektar,april,demak,0
2022,hortikultura,bawangputih,luastanam,hektar,april,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,april,temanggung,19
2022,hortikultura,bawangputih,luastanam,hektar,april,kendal,0
2022,hortikultura,bawangputih,luastanam,hektar,april,batang,0
2022,hortikultura,bawangputih,luastanam,hektar,april,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,april,pemalang,0
2022,hortikultura,bawangputih,luastanam,hektar,april,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,april,brebes,0
2022,hortikultura,bawangputih,luastanam,hektar,april,magelang,0
2022,hortikultura,bawangputih,luastanam,hektar,april,surakarta,0
2022,hortikultura,bawangputih,luastanam,hektar,april,salatiga,0
2022,hortikultura,bawangputih,luastanam,hektar,april,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,april,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,april,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,cilacap,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,banyumas,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,purbalingga,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,banjarnegara,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,kebumen,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,purworejo,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,wonosobo,5
2022,hortikultura,bawangputih,luastanam,hektar,mei,magelang,1
2022,hortikultura,bawangputih,luastanam,hektar,mei,boyolali,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,klaten,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,sukoharjo,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,wonogiri,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,karanganyar,46
2022,hortikultura,bawangputih,luastanam,hektar,mei,sragen,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,grobogan,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,blora,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,rembang,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,pati,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,kudus,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,jepara,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,demak,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,temanggung,8
2022,hortikultura,bawangputih,luastanam,hektar,mei,kendal,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,batang,1
2022,hortikultura,bawangputih,luastanam,hektar,mei,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,pemalang,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,tegal,1
2022,hortikultura,bawangputih,luastanam,hektar,mei,brebes,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,magelang,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,surakarta,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,salatiga,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,mei,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,cilacap,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,banyumas,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,purbalingga,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,banjarnegara,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,kebumen,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,purworejo,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,wonosobo,18.53
2022,hortikultura,bawangputih,luastanam,hektar,juni,magelang,103
2022,hortikultura,bawangputih,luastanam,hektar,juni,boyolali,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,klaten,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,sukoharjo,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,wonogiri,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,karanganyar,116
2022,hortikultura,bawangputih,luastanam,hektar,juni,sragen,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,grobogan,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,blora,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,rembang,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,pati,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,kudus,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,jepara,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,demak,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,temanggung,19
2022,hortikultura,bawangputih,luastanam,hektar,juni,kendal,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,batang,34
2022,hortikultura,bawangputih,luastanam,hektar,juni,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,pemalang,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,tegal,2
2022,hortikultura,bawangputih,luastanam,hektar,juni,brebes,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,magelang,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,surakarta,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,salatiga,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,juni,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,cilacap,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,banyumas,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,purbalingga,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,banjarnegara,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,kebumen,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,purworejo,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,wonosobo,42.5
2022,hortikultura,bawangputih,luastanam,hektar,juli,magelang,8
2022,hortikultura,bawangputih,luastanam,hektar,juli,boyolali,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,klaten,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,sukoharjo,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,wonogiri,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,karanganyar,68
2022,hortikultura,bawangputih,luastanam,hektar,juli,sragen,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,grobogan,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,blora,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,rembang,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,pati,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,kudus,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,jepara,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,demak,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,temanggung,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,kendal,1
2022,hortikultura,bawangputih,luastanam,hektar,juli,batang,15
2022,hortikultura,bawangputih,luastanam,hektar,juli,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,pemalang,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,brebes,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,magelang,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,surakarta,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,salatiga,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,juli,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,cilacap,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,banyumas,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,purbalingga,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,banjarnegara,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,kebumen,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,purworejo,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,wonosobo,88.1
2022,hortikultura,bawangputih,luastanam,hektar,agustus,magelang,63
2022,hortikultura,bawangputih,luastanam,hektar,agustus,boyolali,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,klaten,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,sukoharjo,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,wonogiri,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,karanganyar,26
2022,hortikultura,bawangputih,luastanam,hektar,agustus,sragen,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,grobogan,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,blora,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,rembang,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,pati,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,kudus,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,jepara,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,demak,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,temanggung,21
2022,hortikultura,bawangputih,luastanam,hektar,agustus,kendal,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,batang,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,pemalang,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,brebes,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,magelang,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,surakarta,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,salatiga,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,agustus,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,september,cilacap,0
2022,hortikultura,bawangputih,luastanam,hektar,september,banyumas,0.2
2022,hortikultura,bawangputih,luastanam,hektar,september,purbalingga,0
2022,hortikultura,bawangputih,luastanam,hektar,september,banjarnegara,0
2022,hortikultura,bawangputih,luastanam,hektar,september,kebumen,0
2022,hortikultura,bawangputih,luastanam,hektar,september,purworejo,0
2022,hortikultura,bawangputih,luastanam,hektar,september,wonosobo,29
2022,hortikultura,bawangputih,luastanam,hektar,september,magelang,57
2022,hortikultura,bawangputih,luastanam,hektar,september,boyolali,0
2022,hortikultura,bawangputih,luastanam,hektar,september,klaten,0
2022,hortikultura,bawangputih,luastanam,hektar,september,sukoharjo,0
2022,hortikultura,bawangputih,luastanam,hektar,september,wonogiri,0
2022,hortikultura,bawangputih,luastanam,hektar,september,karanganyar,23
2022,hortikultura,bawangputih,luastanam,hektar,september,sragen,0
2022,hortikultura,bawangputih,luastanam,hektar,september,grobogan,0
2022,hortikultura,bawangputih,luastanam,hektar,september,blora,0
2022,hortikultura,bawangputih,luastanam,hektar,september,rembang,0
2022,hortikultura,bawangputih,luastanam,hektar,september,pati,0
2022,hortikultura,bawangputih,luastanam,hektar,september,kudus,0
2022,hortikultura,bawangputih,luastanam,hektar,september,jepara,0
2022,hortikultura,bawangputih,luastanam,hektar,september,demak,0
2022,hortikultura,bawangputih,luastanam,hektar,september,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,september,temanggung,28
2022,hortikultura,bawangputih,luastanam,hektar,september,kendal,0
2022,hortikultura,bawangputih,luastanam,hektar,september,batang,0
2022,hortikultura,bawangputih,luastanam,hektar,september,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,september,pemalang,0
2022,hortikultura,bawangputih,luastanam,hektar,september,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,september,brebes,0
2022,hortikultura,bawangputih,luastanam,hektar,september,magelang,0
2022,hortikultura,bawangputih,luastanam,hektar,september,surakarta,0
2022,hortikultura,bawangputih,luastanam,hektar,september,salatiga,0
2022,hortikultura,bawangputih,luastanam,hektar,september,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,september,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,september,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,cilacap,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,banyumas,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,purbalingga,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,banjarnegara,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,kebumen,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,purworejo,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,wonosobo,29
2022,hortikultura,bawangputih,luastanam,hektar,oktober,magelang,65
2022,hortikultura,bawangputih,luastanam,hektar,oktober,boyolali,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,klaten,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,sukoharjo,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,wonogiri,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,karanganyar,21
2022,hortikultura,bawangputih,luastanam,hektar,oktober,sragen,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,grobogan,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,blora,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,rembang,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,pati,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,kudus,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,jepara,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,demak,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,temanggung,167
2022,hortikultura,bawangputih,luastanam,hektar,oktober,kendal,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,batang,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,pemalang,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,brebes,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,magelang,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,surakarta,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,salatiga,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,pekalongan,0
2022,hortikultura,bawangputih,luastanam,hektar,oktober,tegal,0
2022,hortikultura,bawangputih,luastanam,hektar,november,cilacap,0
2022,hortikultura,bawangputih,luastanam,hektar,november,banyumas,0
2022,hortikultura,bawangputih,luastanam,hektar,november,purbalingga,0
2022,hortikultura,bawangputih,luastanam,hektar,november,banjarnegara,0
2022,hortikultura,bawangputih,luastanam,hektar,november,kebumen,0
2022,hortikultura,bawangputih,luastanam,hektar,november,purworejo,0
2022,hortikultura,bawangputih,luastanam,hektar,november,wonosobo,50.4
2022,hortikultura,bawangputih,luastanam,hektar,november,magelang,115
2022,hortikultura,bawangputih,luastanam,hektar,november,boyolali,0
2022,hortikultura,bawangputih,luastanam,hektar,november,klaten,0
2022,hortikultura,bawangputih,luastanam,hektar,november,sukoharjo,0
2022,hortikultura,bawangputih,luastanam,hektar,november,wonogiri,0
2022,hortikultura,bawangputih,luastanam,hektar,november,karanganyar,18
2022,hortikultura,bawangputih,luastanam,hektar,november,sragen,0
2022,hortikultura,bawangputih,luastanam,hektar,november,grobogan,0
2022,hortikultura,bawangputih,luastanam,hektar,november,blora,0
2022,hortikultura,bawangputih,luastanam,hektar,november,rembang,0
2022,hortikultura,bawangputih,luastanam,hektar,november,pati,0
2022,hortikultura,bawangputih,luastanam,hektar,november,kudus,0
2022,hortikultura,bawangputih,luastanam,hektar,november,jepara,0
2022,hortikultura,bawangputih,luastanam,hektar,november,demak,0
2022,hortikultura,bawangputih,luastanam,hektar,november,semarang,0
2022,hortikultura,bawangputih,luastanam,hektar,november,temanggung,154
2022,hortikultura,bawangputih,luastanam,hektar,november,kendal,1
2022,hortikultura,bawangputih,luastanam,hektar,november,batang,0
