tahun,jenis,tanaman,tipe,satuan,bulan,daerah,total
2021,pangan,padi,luastanam,hektar,januari,cilacap,8588.1
2021,pangan,padi,luastanam,hektar,januari,banyumas,3352.8
2021,pangan,padi,luastanam,hektar,januari,purbalingga,3901.7
2021,pangan,padi,luastanam,hektar,januari,banjarnegara,2283.5
2021,pangan,padi,luastanam,hektar,januari,kebumen,1889.2
2021,pangan,padi,luastanam,hektar,januari,purworejo,3872
2021,pangan,padi,luastanam,hektar,januari,wonosobo,2556.2
2021,pangan,padi,luastanam,hektar,januari,magelang,5827.1
2021,pangan,padi,luastanam,hektar,januari,boyolali,2087.9
2021,pangan,padi,luastanam,hektar,januari,klaten,6968.9
2021,pangan,padi,luastanam,hektar,januari,sukoharjo,4239.5
2021,pangan,padi,luastanam,hektar,januari,wonogiri,1410.8
2021,pangan,padi,luastanam,hektar,januari,karanganyar,2529.8
2021,pangan,padi,luastanam,hektar,januari,sragen,189.3
2021,pangan,padi,luastanam,hektar,januari,grobogan,5509
2021,pangan,padi,luastanam,hektar,januari,blora,4777.6
2021,pangan,padi,luastanam,hektar,januari,rembang,6753.9
2021,pangan,padi,luastanam,hektar,januari,pati,3571.3
2021,pangan,padi,luastanam,hektar,januari,kudus,347.9
2021,pangan,padi,luastanam,hektar,januari,jepara,9573.8
2021,pangan,padi,luastanam,hektar,januari,demak,238.2
2021,pangan,padi,luastanam,hektar,januari,semarang,4995.8
2021,pangan,padi,luastanam,hektar,januari,temanggung,3072.1
2021,pangan,padi,luastanam,hektar,januari,kendal,4438.3
2021,pangan,padi,luastanam,hektar,januari,batang,4281.7
2021,pangan,padi,luastanam,hektar,januari,pekalongan,5742.4
2021,pangan,padi,luastanam,hektar,januari,pemalang,12244.5
2021,pangan,padi,luastanam,hektar,januari,tegal,9934.1
2021,pangan,padi,luastanam,hektar,januari,brebes,11014.1
2021,pangan,padi,luastanam,hektar,januari,magelang,24.1
2021,pangan,padi,luastanam,hektar,januari,surakarta,5.8
2021,pangan,padi,luastanam,hektar,januari,salatiga,57.9
2021,pangan,padi,luastanam,hektar,januari,semarang,558.2
2021,pangan,padi,luastanam,hektar,januari,pekalongan,176.6
2021,pangan,padi,luastanam,hektar,januari,tegal,23.2
2021,pangan,padi,luastanam,hektar,februari,cilacap,2411.3
2021,pangan,padi,luastanam,hektar,februari,banyumas,2261.4
2021,pangan,padi,luastanam,hektar,februari,purbalingga,2220.3
2021,pangan,padi,luastanam,hektar,februari,banjarnegara,1048.4
2021,pangan,padi,luastanam,hektar,februari,kebumen,36.2
2021,pangan,padi,luastanam,hektar,februari,purworejo,748.7
2021,pangan,padi,luastanam,hektar,februari,wonosobo,2344.7
2021,pangan,padi,luastanam,hektar,februari,magelang,6098.1
2021,pangan,padi,luastanam,hektar,februari,boyolali,5352.1
2021,pangan,padi,luastanam,hektar,februari,klaten,4471.3
2021,pangan,padi,luastanam,hektar,februari,sukoharjo,1901.9
2021,pangan,padi,luastanam,hektar,februari,wonogiri,1666.6
2021,pangan,padi,luastanam,hektar,februari,karanganyar,1370
2021,pangan,padi,luastanam,hektar,februari,sragen,5228.7
2021,pangan,padi,luastanam,hektar,februari,grobogan,15466.4
2021,pangan,padi,luastanam,hektar,februari,blora,6339.1
2021,pangan,padi,luastanam,hektar,februari,rembang,2594.3
2021,pangan,padi,luastanam,hektar,februari,pati,8174.7
2021,pangan,padi,luastanam,hektar,februari,kudus,125.6
2021,pangan,padi,luastanam,hektar,februari,jepara,82.8
2021,pangan,padi,luastanam,hektar,februari,demak,448.1
2021,pangan,padi,luastanam,hektar,februari,semarang,3959.9
2021,pangan,padi,luastanam,hektar,februari,temanggung,3278.3
2021,pangan,padi,luastanam,hektar,februari,kendal,2106.3
2021,pangan,padi,luastanam,hektar,februari,batang,2671.9
2021,pangan,padi,luastanam,hektar,februari,pekalongan,2152
2021,pangan,padi,luastanam,hektar,februari,pemalang,5660.1
2021,pangan,padi,luastanam,hektar,februari,tegal,1231.5
2021,pangan,padi,luastanam,hektar,februari,brebes,6011.4
2021,pangan,padi,luastanam,hektar,februari,magelang,23.1
2021,pangan,padi,luastanam,hektar,februari,surakarta,13.5
2021,pangan,padi,luastanam,hektar,februari,salatiga,62.5
2021,pangan,padi,luastanam,hektar,februari,semarang,297.9
2021,pangan,padi,luastanam,hektar,februari,pekalongan,13.5
2021,pangan,padi,luastanam,hektar,februari,tegal,12.5
2021,pangan,padi,luastanam,hektar,maret,cilacap,7802.3
2021,pangan,padi,luastanam,hektar,maret,banyumas,5865.6
2021,pangan,padi,luastanam,hektar,maret,purbalingga,1457.9
2021,pangan,padi,luastanam,hektar,maret,banjarnegara,740.3
2021,pangan,padi,luastanam,hektar,maret,kebumen,779.1
2021,pangan,padi,luastanam,hektar,maret,purworejo,1296.7
2021,pangan,padi,luastanam,hektar,maret,wonosobo,2332.3
2021,pangan,padi,luastanam,hektar,maret,magelang,4434.5
2021,pangan,padi,luastanam,hektar,maret,boyolali,9119.4
2021,pangan,padi,luastanam,hektar,maret,klaten,6582.9
2021,pangan,padi,luastanam,hektar,maret,sukoharjo,5698.2
2021,pangan,padi,luastanam,hektar,maret,wonogiri,14351.8
2021,pangan,padi,luastanam,hektar,maret,karanganyar,6533.2
2021,pangan,padi,luastanam,hektar,maret,sragen,25531.2
2021,pangan,padi,luastanam,hektar,maret,grobogan,33166.9
2021,pangan,padi,luastanam,hektar,maret,blora,23558
2021,pangan,padi,luastanam,hektar,maret,rembang,3953
2021,pangan,padi,luastanam,hektar,maret,pati,22962.8
2021,pangan,padi,luastanam,hektar,maret,kudus,3893.1
2021,pangan,padi,luastanam,hektar,maret,jepara,1062.6
2021,pangan,padi,luastanam,hektar,maret,demak,6744.1
2021,pangan,padi,luastanam,hektar,maret,semarang,4051.2
2021,pangan,padi,luastanam,hektar,maret,temanggung,1629.8
2021,pangan,padi,luastanam,hektar,maret,kendal,1400.3
2021,pangan,padi,luastanam,hektar,maret,batang,2522.5
2021,pangan,padi,luastanam,hektar,maret,pekalongan,2138.5
2021,pangan,padi,luastanam,hektar,maret,pemalang,3349.2
2021,pangan,padi,luastanam,hektar,maret,tegal,3193.1
2021,pangan,padi,luastanam,hektar,maret,brebes,8742.1
2021,pangan,padi,luastanam,hektar,maret,magelang,26.1
2021,pangan,padi,luastanam,hektar,maret,surakarta,10.7
2021,pangan,padi,luastanam,hektar,maret,salatiga,106.1
2021,pangan,padi,luastanam,hektar,maret,semarang,385.7
2021,pangan,padi,luastanam,hektar,maret,pekalongan,33.8
2021,pangan,padi,luastanam,hektar,maret,tegal,2.9
2021,pangan,padi,luastanam,hektar,april,cilacap,30846.3
2021,pangan,padi,luastanam,hektar,april,banyumas,11666.1
2021,pangan,padi,luastanam,hektar,april,purbalingga,2630.5
2021,pangan,padi,luastanam,hektar,april,banjarnegara,2222.1
2021,pangan,padi,luastanam,hektar,april,kebumen,22587.9
2021,pangan,padi,luastanam,hektar,april,purworejo,13593.1
2021,pangan,padi,luastanam,hektar,april,wonosobo,2522.1
2021,pangan,padi,luastanam,hektar,april,magelang,5268.6
2021,pangan,padi,luastanam,hektar,april,boyolali,3320.1
2021,pangan,padi,luastanam,hektar,april,klaten,9654.3
2021,pangan,padi,luastanam,hektar,april,sukoharjo,6207
2021,pangan,padi,luastanam,hektar,april,wonogiri,7777.1
2021,pangan,padi,luastanam,hektar,april,karanganyar,7358.9
2021,pangan,padi,luastanam,hektar,april,sragen,10044.4
2021,pangan,padi,luastanam,hektar,april,grobogan,20816.7
2021,pangan,padi,luastanam,hektar,april,blora,6877.7
2021,pangan,padi,luastanam,hektar,april,rembang,3201.1
2021,pangan,padi,luastanam,hektar,april,pati,11855.5
2021,pangan,padi,luastanam,hektar,april,kudus,4694.5
2021,pangan,padi,luastanam,hektar,april,jepara,8563.5
2021,pangan,padi,luastanam,hektar,april,demak,32041.3
2021,pangan,padi,luastanam,hektar,april,semarang,4554.1
2021,pangan,padi,luastanam,hektar,april,temanggung,589.8
2021,pangan,padi,luastanam,hektar,april,kendal,1566.7
2021,pangan,padi,luastanam,hektar,april,batang,2735.3
2021,pangan,padi,luastanam,hektar,april,pekalongan,2919.7
2021,pangan,padi,luastanam,hektar,april,pemalang,8424.5
2021,pangan,padi,luastanam,hektar,april,tegal,9221
2021,pangan,padi,luastanam,hektar,april,brebes,15859.2
2021,pangan,padi,luastanam,hektar,april,magelang,26.9
2021,pangan,padi,luastanam,hektar,april,surakarta,7.7
2021,pangan,padi,luastanam,hektar,april,salatiga,149.5
2021,pangan,padi,luastanam,hektar,april,semarang,346.2
2021,pangan,padi,luastanam,hektar,april,pekalongan,60.9
2021,pangan,padi,luastanam,hektar,april,tegal,37.7
2021,pangan,padi,luastanam,hektar,mei,cilacap,15789.3
2021,pangan,padi,luastanam,hektar,mei,banyumas,6792.7
2021,pangan,padi,luastanam,hektar,mei,purbalingga,3412.2
2021,pangan,padi,luastanam,hektar,mei,banjarnegara,4120
2021,pangan,padi,luastanam,hektar,mei,kebumen,10813
2021,pangan,padi,luastanam,hektar,mei,purworejo,7806.1
2021,pangan,padi,luastanam,hektar,mei,wonosobo,2397.8
2021,pangan,padi,luastanam,hektar,mei,magelang,5237.9
2021,pangan,padi,luastanam,hektar,mei,boyolali,1737.5
2021,pangan,padi,luastanam,hektar,mei,klaten,5686.5
2021,pangan,padi,luastanam,hektar,mei,sukoharjo,3802.1
2021,pangan,padi,luastanam,hektar,mei,wonogiri,474.5
2021,pangan,padi,luastanam,hektar,mei,karanganyar,3299
2021,pangan,padi,luastanam,hektar,mei,sragen,106.3
2021,pangan,padi,luastanam,hektar,mei,grobogan,1661.2
2021,pangan,padi,luastanam,hektar,mei,blora,904.9
2021,pangan,padi,luastanam,hektar,mei,rembang,552.8
2021,pangan,padi,luastanam,hektar,mei,pati,4044.8
2021,pangan,padi,luastanam,hektar,mei,kudus,3624.2
2021,pangan,padi,luastanam,hektar,mei,jepara,7292.8
2021,pangan,padi,luastanam,hektar,mei,demak,6410.7
2021,pangan,padi,luastanam,hektar,mei,semarang,4194.1
2021,pangan,padi,luastanam,hektar,mei,temanggung,589.8
2021,pangan,padi,luastanam,hektar,mei,kendal,3852.5
2021,pangan,padi,luastanam,hektar,mei,batang,3035.3
2021,pangan,padi,luastanam,hektar,mei,pekalongan,6943
2021,pangan,padi,luastanam,hektar,mei,pemalang,14262.4
2021,pangan,padi,luastanam,hektar,mei,tegal,8954.4
2021,pangan,padi,luastanam,hektar,mei,brebes,5512
2021,pangan,padi,luastanam,hektar,mei,magelang,21.3
2021,pangan,padi,luastanam,hektar,mei,surakarta,7.7
2021,pangan,padi,luastanam,hektar,mei,salatiga,52.1
2021,pangan,padi,luastanam,hektar,mei,semarang,390.5
2021,pangan,padi,luastanam,hektar,mei,pekalongan,281.9
2021,pangan,padi,luastanam,hektar,mei,tegal,52.1
2021,pangan,padi,luastanam,hektar,juni,cilacap,2236.2
2021,pangan,padi,luastanam,hektar,juni,banyumas,3544.5
2021,pangan,padi,luastanam,hektar,juni,purbalingga,3760.6
2021,pangan,padi,luastanam,hektar,juni,banjarnegara,2261.6
2021,pangan,padi,luastanam,hektar,juni,kebumen,94.9
2021,pangan,padi,luastanam,hektar,juni,purworejo,1782.3
2021,pangan,padi,luastanam,hektar,juni,wonosobo,2110.3
2021,pangan,padi,luastanam,hektar,juni,magelang,3350.1
2021,pangan,padi,luastanam,hektar,juni,boyolali,1942.4
2021,pangan,padi,luastanam,hektar,juni,klaten,4469.1
2021,pangan,padi,luastanam,hektar,juni,sukoharjo,3891.3
2021,pangan,padi,luastanam,hektar,juni,wonogiri,949
2021,pangan,padi,luastanam,hektar,juni,karanganyar,2536.5
2021,pangan,padi,luastanam,hektar,juni,sragen,2090.6
2021,pangan,padi,luastanam,hektar,juni,grobogan,1248.3
2021,pangan,padi,luastanam,hektar,juni,blora,2333.5
2021,pangan,padi,luastanam,hektar,juni,rembang,383.4
2021,pangan,padi,luastanam,hektar,juni,pati,1875.1
2021,pangan,padi,luastanam,hektar,juni,kudus,692.8
2021,pangan,padi,luastanam,hektar,juni,jepara,170
2021,pangan,padi,luastanam,hektar,juni,demak,274.1
2021,pangan,padi,luastanam,hektar,juni,semarang,2507.7
2021,pangan,padi,luastanam,hektar,juni,temanggung,465.3
2021,pangan,padi,luastanam,hektar,juni,kendal,7017.8
2021,pangan,padi,luastanam,hektar,juni,batang,4185
2021,pangan,padi,luastanam,hektar,juni,pekalongan,5374.3
2021,pangan,padi,luastanam,hektar,juni,pemalang,6002.9
2021,pangan,padi,luastanam,hektar,juni,tegal,3597.2
2021,pangan,padi,luastanam,hektar,juni,brebes,4980.3
2021,pangan,padi,luastanam,hektar,juni,magelang,23.1
2021,pangan,padi,luastanam,hektar,juni,surakarta,12.5
2021,pangan,padi,luastanam,hektar,juni,salatiga,77.2
2021,pangan,padi,luastanam,hektar,juni,semarang,230.5
2021,pangan,padi,luastanam,hektar,juni,pekalongan,358.1
2021,pangan,padi,luastanam,hektar,juni,tegal,22.2
2021,pangan,padi,luastanam,hektar,juli,cilacap,2663
2021,pangan,padi,luastanam,hektar,juli,banyumas,2079.5
2021,pangan,padi,luastanam,hektar,juli,purbalingga,3159.3
2021,pangan,padi,luastanam,hektar,juli,banjarnegara,641.7
2021,pangan,padi,luastanam,hektar,juli,kebumen,18.6
2021,pangan,padi,luastanam,hektar,juli,purworejo,775.3
2021,pangan,padi,luastanam,hektar,juli,wonosobo,2286.8
2021,pangan,padi,luastanam,hektar,juli,magelang,4841.8
2021,pangan,padi,luastanam,hektar,juli,boyolali,2982.4
2021,pangan,padi,luastanam,hektar,juli,klaten,4806.2
2021,pangan,padi,luastanam,hektar,juli,sukoharjo,4095.7
2021,pangan,padi,luastanam,hektar,juli,wonogiri,3093.5
2021,pangan,padi,luastanam,hektar,juli,karanganyar,4652.5
2021,pangan,padi,luastanam,hektar,juli,sragen,16611.2
2021,pangan,padi,luastanam,hektar,juli,grobogan,74.5
2021,pangan,padi,luastanam,hektar,juli,blora,2350.2
2021,pangan,padi,luastanam,hektar,juli,rembang,736.7
2021,pangan,padi,luastanam,hektar,juli,pati,2928.1
2021,pangan,padi,luastanam,hektar,juli,kudus,645.9
2021,pangan,padi,luastanam,hektar,juli,jepara,1480.6
2021,pangan,padi,luastanam,hektar,juli,demak,264.4
2021,pangan,padi,luastanam,hektar,juli,semarang,2384.8
2021,pangan,padi,luastanam,hektar,juli,temanggung,295
2021,pangan,padi,luastanam,hektar,juli,kendal,2175.9
2021,pangan,padi,luastanam,hektar,juli,batang,2943.4
2021,pangan,padi,luastanam,hektar,juli,pekalongan,1887.7
2021,pangan,padi,luastanam,hektar,juli,pemalang,4585.5
2021,pangan,padi,luastanam,hektar,juli,tegal,1167.9
2021,pangan,padi,luastanam,hektar,juli,brebes,5269.8
2021,pangan,padi,luastanam,hektar,juli,magelang,26
2021,pangan,padi,luastanam,hektar,juli,surakarta,5.8
2021,pangan,padi,luastanam,hektar,juli,salatiga,74.2
2021,pangan,padi,luastanam,hektar,juli,semarang,221.7
2021,pangan,padi,luastanam,hektar,juli,pekalongan,52.2
2021,pangan,padi,luastanam,hektar,juli,tegal,3.9
2021,pangan,padi,luastanam,hektar,agustus,cilacap,2016.1
2021,pangan,padi,luastanam,hektar,agustus,banyumas,1666.5
2021,pangan,padi,luastanam,hektar,agustus,purbalingga,1421.4
2021,pangan,padi,luastanam,hektar,agustus,banjarnegara,716
2021,pangan,padi,luastanam,hektar,agustus,kebumen,202.4
2021,pangan,padi,luastanam,hektar,agustus,purworejo,752.8
2021,pangan,padi,luastanam,hektar,agustus,wonosobo,1949.2
2021,pangan,padi,luastanam,hektar,agustus,magelang,4754.3
2021,pangan,padi,luastanam,hektar,agustus,boyolali,2086.9
2021,pangan,padi,luastanam,hektar,agustus,klaten,5166.2
2021,pangan,padi,luastanam,hektar,agustus,sukoharjo,3405.2
2021,pangan,padi,luastanam,hektar,agustus,wonogiri,3030
2021,pangan,padi,luastanam,hektar,agustus,karanganyar,4104.3
2021,pangan,padi,luastanam,hektar,agustus,sragen,6018.6
2021,pangan,padi,luastanam,hektar,agustus,grobogan,101.6
2021,pangan,padi,luastanam,hektar,agustus,blora,1398.1
2021,pangan,padi,luastanam,hektar,agustus,rembang,521.9
2021,pangan,padi,luastanam,hektar,agustus,pati,2637.4
2021,pangan,padi,luastanam,hektar,agustus,kudus,552.5
2021,pangan,padi,luastanam,hektar,agustus,jepara,1509.6
2021,pangan,padi,luastanam,hektar,agustus,demak,110.8
2021,pangan,padi,luastanam,hektar,agustus,semarang,2176.9
2021,pangan,padi,luastanam,hektar,agustus,temanggung,352.6
2021,pangan,padi,luastanam,hektar,agustus,kendal,1143.9
2021,pangan,padi,luastanam,hektar,agustus,batang,2235
2021,pangan,padi,luastanam,hektar,agustus,pekalongan,1768.8
2021,pangan,padi,luastanam,hektar,agustus,pemalang,4811.1
2021,pangan,padi,luastanam,hektar,agustus,tegal,2314.6
2021,pangan,padi,luastanam,hektar,agustus,brebes,3807.4
2021,pangan,padi,luastanam,hektar,agustus,magelang,26
2021,pangan,padi,luastanam,hektar,agustus,surakarta,5.8
2021,pangan,padi,luastanam,hektar,agustus,salatiga,109
2021,pangan,padi,luastanam,hektar,agustus,semarang,147.5
2021,pangan,padi,luastanam,hektar,agustus,pekalongan,4.8
2021,pangan,padi,luastanam,hektar,agustus,tegal,10.6
2021,pangan,padi,luastanam,hektar,september,cilacap,1673.1
2021,pangan,padi,luastanam,hektar,september,banyumas,1782.5
2021,pangan,padi,luastanam,hektar,september,purbalingga,1803.9
2021,pangan,padi,luastanam,hektar,september,banjarnegara,443.4
2021,pangan,padi,luastanam,hektar,september,kebumen,68.5
2021,pangan,padi,luastanam,hektar,september,purworejo,561.7
2021,pangan,padi,luastanam,hektar,september,wonosobo,1902.5
2021,pangan,padi,luastanam,hektar,september,magelang,3356.8
2021,pangan,padi,luastanam,hektar,september,boyolali,1323.4
2021,pangan,padi,luastanam,hektar,september,klaten,4091.1
2021,pangan,padi,luastanam,hektar,september,sukoharjo,3889.6
2021,pangan,padi,luastanam,hektar,september,wonogiri,917.5
2021,pangan,padi,luastanam,hektar,september,karanganyar,3799
2021,pangan,padi,luastanam,hektar,september,sragen,195.1
2021,pangan,padi,luastanam,hektar,september,grobogan,3038.1
2021,pangan,padi,luastanam,hektar,september,blora,362
2021,pangan,padi,luastanam,hektar,september,rembang,397.7
2021,pangan,padi,luastanam,hektar,september,pati,2771.3
2021,pangan,padi,luastanam,hektar,september,kudus,795.1
2021,pangan,padi,luastanam,hektar,september,jepara,1281.8
2021,pangan,padi,luastanam,hektar,september,demak,205.2
2021,pangan,padi,luastanam,hektar,september,semarang,2226.3
2021,pangan,padi,luastanam,hektar,september,temanggung,450.8
2021,pangan,padi,luastanam,hektar,september,kendal,989.7
2021,pangan,padi,luastanam,hektar,september,batang,2130.9
2021,pangan,padi,luastanam,hektar,september,pekalongan,1661.7
2021,pangan,padi,luastanam,hektar,september,pemalang,8604
2021,pangan,padi,luastanam,hektar,september,tegal,1655.4
2021,pangan,padi,luastanam,hektar,september,brebes,3646.2
2021,pangan,padi,luastanam,hektar,september,magelang,23.1
2021,pangan,padi,luastanam,hektar,september,surakarta,5.8
2021,pangan,padi,luastanam,hektar,september,salatiga,54
2021,pangan,padi,luastanam,hektar,september,semarang,412.7
2021,pangan,padi,luastanam,hektar,september,pekalongan,11.6
2021,pangan,padi,luastanam,hektar,september,tegal,0
2021,pangan,padi,luastanam,hektar,oktober,cilacap,4046
2021,pangan,padi,luastanam,hektar,oktober,banyumas,1812.8
2021,pangan,padi,luastanam,hektar,oktober,purbalingga,1747.7
2021,pangan,padi,luastanam,hektar,oktober,banjarnegara,681
2021,pangan,padi,luastanam,hektar,oktober,kebumen,128.1
2021,pangan,padi,luastanam,hektar,oktober,purworejo,318.3
2021,pangan,padi,luastanam,hektar,oktober,wonosobo,1988
2021,pangan,padi,luastanam,hektar,oktober,magelang,2812.3
2021,pangan,padi,luastanam,hektar,oktober,boyolali,2318.2
2021,pangan,padi,luastanam,hektar,oktober,klaten,3936.9
2021,pangan,padi,luastanam,hektar,oktober,sukoharjo,2096.4
2021,pangan,padi,luastanam,hektar,oktober,wonogiri,6256
2021,pangan,padi,luastanam,hektar,oktober,karanganyar,2789.5
2021,pangan,padi,luastanam,hektar,oktober,sragen,2021.7
2021,pangan,padi,luastanam,hektar,oktober,grobogan,31040.2
2021,pangan,padi,luastanam,hektar,oktober,blora,1813.2
2021,pangan,padi,luastanam,hektar,oktober,rembang,518.5
2021,pangan,padi,luastanam,hektar,oktober,pati,7551.5
2021,pangan,padi,luastanam,hektar,oktober,kudus,5776.9
2021,pangan,padi,luastanam,hektar,oktober,jepara,113.4
2021,pangan,padi,luastanam,hektar,oktober,demak,15532.9
2021,pangan,padi,luastanam,hektar,oktober,semarang,3220.8
2021,pangan,padi,luastanam,hektar,oktober,temanggung,1350.8
2021,pangan,padi,luastanam,hektar,oktober,kendal,1090.7
2021,pangan,padi,luastanam,hektar,oktober,batang,2376.8
2021,pangan,padi,luastanam,hektar,oktober,pekalongan,1640.4
2021,pangan,padi,luastanam,hektar,oktober,pemalang,4788.8
2021,pangan,padi,luastanam,hektar,oktober,tegal,1290.5
2021,pangan,padi,luastanam,hektar,oktober,brebes,4138.6
2021,pangan,padi,luastanam,hektar,oktober,magelang,24
2021,pangan,padi,luastanam,hektar,oktober,surakarta,17.3
2021,pangan,padi,luastanam,hektar,oktober,salatiga,75.9
2021,pangan,padi,luastanam,hektar,oktober,semarang,412.5
2021,pangan,padi,luastanam,hektar,oktober,pekalongan,13.5
2021,pangan,padi,luastanam,hektar,oktober,tegal,4.8
2021,pangan,padi,luastanam,hektar,november,cilacap,25045.6
2021,pangan,padi,luastanam,hektar,november,banyumas,12224.8
2021,pangan,padi,luastanam,hektar,november,purbalingga,2970.9
2021,pangan,padi,luastanam,hektar,november,banjarnegara,1772.1
2021,pangan,padi,luastanam,hektar,november,kebumen,11712.2
2021,pangan,padi,luastanam,hektar,november,purworejo,6382.3
2021,pangan,padi,luastanam,hektar,november,wonosobo,2247.3
2021,pangan,padi,luastanam,hektar,november,magelang,3772.7
2021,pangan,padi,luastanam,hektar,november,boyolali,11796.2
2021,pangan,padi,luastanam,hektar,november,klaten,5759.8
2021,pangan,padi,luastanam,hektar,november,sukoharjo,4801.3
2021,pangan,padi,luastanam,hektar,november,wonogiri,22000.2
2021,pangan,padi,luastanam,hektar,november,karanganyar,4300.2
2021,pangan,padi,luastanam,hektar,november,sragen,29287.2
2021,pangan,padi,luastanam,hektar,november,grobogan,25554.7
2021,pangan,padi,luastanam,hektar,november,blora,21510.7
2021,pangan,padi,luastanam,hektar,november,rembang,4260.8
2021,pangan,padi,luastanam,hektar,november,pati,21769.5
2021,pangan,padi,luastanam,hektar,november,kudus,2962.4
2021,pangan,padi,luastanam,hektar,november,jepara,3655.4
2021,pangan,padi,luastanam,hektar,november,demak,21580
2021,pangan,padi,luastanam,hektar,november,semarang,2763.2
2021,pangan,padi,luastanam,hektar,november,temanggung,3028.7
2021,pangan,padi,luastanam,hektar,november,kendal,4278.3
2021,pangan,padi,luastanam,hektar,november,batang,2569.1
2021,pangan,padi,luastanam,hektar,november,pekalongan,2764.4
2021,pangan,padi,luastanam,hektar,november,pemalang,6215.8
2021,pangan,padi,luastanam,hektar,november,tegal,3221.3
2021,pangan,padi,luastanam,hektar,november,brebes,8724.2
2021,pangan,padi,luastanam,hektar,november,magelang,22.2
2021,pangan,padi,luastanam,hektar,november,surakarta,3.9
2021,pangan,padi,luastanam,hektar,november,salatiga,120.6
2021,pangan,padi,luastanam,hektar,november,semarang,480.2
2021,pangan,padi,luastanam,hektar,november,pekalongan,57
2021,pangan,padi,luastanam,hektar,november,tegal,22.2
2021,pangan,padi,luastanam,hektar,desember,cilacap,27824
2021,pangan,padi,luastanam,hektar,desember,banyumas,11399.4
2021,pangan,padi,luastanam,hektar,desember,purbalingga,4528.7
2021,pangan,padi,luastanam,hektar,desember,banjarnegara,5044.3
2021,pangan,padi,luastanam,hektar,desember,kebumen,28765.8
2021,pangan,padi,luastanam,hektar,desember,purworejo,12892.5
2021,pangan,padi,luastanam,hektar,desember,wonosobo,2400.7
2021,pangan,padi,luastanam,hektar,desember,magelang,6066.3
2021,pangan,padi,luastanam,hektar,desember,boyolali,6167.5
2021,pangan,padi,luastanam,hektar,desember,klaten,12080
2021,pangan,padi,luastanam,hektar,desember,sukoharjo,6501
2021,pangan,padi,luastanam,hektar,desember,wonogiri,14380.9
2021,pangan,padi,luastanam,hektar,desember,karanganyar,9522.2
2021,pangan,padi,luastanam,hektar,desember,sragen,8854.1
2021,pangan,padi,luastanam,hektar,desember,grobogan,10687.7
2021,pangan,padi,luastanam,hektar,desember,blora,32405.7
2021,pangan,padi,luastanam,hektar,desember,rembang,11980.9
2021,pangan,padi,luastanam,hektar,desember,pati,14537.6
2021,pangan,padi,luastanam,hektar,desember,kudus,1535.8
2021,pangan,padi,luastanam,hektar,desember,jepara,9726.5
2021,pangan,padi,luastanam,hektar,desember,demak,8101.5
2021,pangan,padi,luastanam,hektar,desember,semarang,5165.2
2021,pangan,padi,luastanam,hektar,desember,temanggung,3335.2
2021,pangan,padi,luastanam,hektar,desember,kendal,8391.1
2021,pangan,padi,luastanam,hektar,desember,batang,3706.2
2021,pangan,padi,luastanam,hektar,desember,pekalongan,4568.2
2021,pangan,padi,luastanam,hektar,desember,pemalang,13264.8
2021,pangan,padi,luastanam,hektar,desember,tegal,14024.4
2021,pangan,padi,luastanam,hektar,desember,brebes,23777.5
2021,pangan,padi,luastanam,hektar,desember,magelang,22.2
2021,pangan,padi,luastanam,hektar,desember,surakarta,10.6
2021,pangan,padi,luastanam,hektar,desember,salatiga,149.4
2021,pangan,padi,luastanam,hektar,desember,semarang,609.3
2021,pangan,padi,luastanam,hektar,desember,pekalongan,302.2
2021,pangan,padi,luastanam,hektar,desember,tegal,70.4
2021,pangan,padi,luaspanen,hektar,januari,cilacap,601.68
2021,pangan,padi,luaspanen,hektar,januari,banyumas,1394.36
2021,pangan,padi,luaspanen,hektar,januari,purbalingga,564.68
2021,pangan,padi,luaspanen,hektar,januari,banjarnegara,501.22
2021,pangan,padi,luaspanen,hektar,januari,kebumen,110.03
2021,pangan,padi,luaspanen,hektar,januari,purworejo,352.64
2021,pangan,padi,luaspanen,hektar,januari,wonosobo,1159.96
2021,pangan,padi,luaspanen,hektar,januari,magelang,1656.49
2021,pangan,padi,luaspanen,hektar,januari,boyolali,2415.01
2021,pangan,padi,luaspanen,hektar,januari,klaten,4014.72
2021,pangan,padi,luaspanen,hektar,januari,sukoharjo,2521.89
2021,pangan,padi,luaspanen,hektar,januari,wonogiri,871.66
2021,pangan,padi,luaspanen,hektar,januari,karanganyar,1049.22
2021,pangan,padi,luaspanen,hektar,januari,sragen,1782.32
2021,pangan,padi,luaspanen,hektar,januari,grobogan,2171.88
2021,pangan,padi,luaspanen,hektar,januari,blora,807.45
2021,pangan,padi,luaspanen,hektar,januari,rembang,108.37
2021,pangan,padi,luaspanen,hektar,januari,pati,1393.38
2021,pangan,padi,luaspanen,hektar,januari,kudus,986.83
2021,pangan,padi,luaspanen,hektar,januari,jepara,275.35
2021,pangan,padi,luaspanen,hektar,januari,demak,1679.9
2021,pangan,padi,luaspanen,hektar,januari,semarang,1758.05
2021,pangan,padi,luaspanen,hektar,januari,temanggung,642.14
2021,pangan,padi,luaspanen,hektar,januari,kendal,1459.27
2021,pangan,padi,luaspanen,hektar,januari,batang,1030.25
2021,pangan,padi,luaspanen,hektar,januari,pekalongan,3753.04
2021,pangan,padi,luaspanen,hektar,januari,pemalang,4068.35
